Your name; Your GitHub user; Dataset name; Dataset URL; Dataset brief description
Gonzalo Pernas; Tooaad; ; Police Attention Offices; https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=2dcb729e61096410VgnVCM2000000c205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default; List of Citizen Service Offices of the Madrid Municipal Police
